166            	2.0045             	2.0576             	0.0531
167            	2.0045             	2.0598             	0.0553
168            	2.0045             	2.0635             	0.059
169            	2.0045             	2.0663             	0.0618
170            	2.0045             	2.0685             	0.064
171            	2.0045             	2.0706             	0.0661
172            	2.0045             	2.0727             	0.0682
173            	2.0045             	2.0750             	0.0705
174            	2.0045             	2.0834             	0.0789
175            	2.0045             	2.1021             	0.0976
176            	2.0045             	2.1043             	0.0998
177            	2.0045             	2.1052             	0.1007
178            	2.0045             	2.1199             	0.1154
179            	2.0045             	2.1279             	0.1234
180            	2.0045             	2.1297             	0.1252
181            	2.0045             	2.1314             	0.1269
182            	2.0045             	2.1329             	0.1284
183            	2.0045             	2.1385             	0.134
184            	2.0045             	2.1403             	0.1358
185            	2.0045             	2.1420             	0.1375
186            	2.0045             	2.1437             	0.1392
187            	2.0045             	2.1576             	0.1531
188            	2.0045             	2.1631             	0.1586
189            	2.1225             	2.1722             	0.0497
190            	2.1225             	2.1781             	0.0556
191            	2.1225             	2.1798             	0.0573
192            	2.1225             	2.1837             	0.0612
193            	2.1225             	2.1855             	0.063
194            	2.1225             	2.1916             	0.0691
195            	2.1225             	2.1934             	0.0709
196            	2.1225             	2.1951             	0.0726
197            	2.1225             	2.1968             	0.0743
198            	2.1225             	2.1986             	0.0761
199            	2.1225             	2.2039             	0.0814
200            	2.1225             	2.2056             	0.0831
201            	2.1225             	2.2057             	0.0832
202            	2.1225             	2.2131             	0.0906
203            	2.1225             	2.2154             	0.0929
204            	2.1225             	2.2179             	0.0954
205            	2.1225             	2.2198             	0.0973
206            	2.1225             	2.2225             	0.1
207            	2.1225             	2.2270             	0.1045
208            	2.1225             	2.2294             	0.1069
209            	2.1225             	2.2337             	0.1112
210            	2.1225             	2.2389             	0.1164
211            	2.1225             	2.2408             	0.1183
212            	2.1225             	2.2454             	0.1229
213            	2.1225             	2.2459             	0.1234
214            	2.2415             	2.2521             	0.0106
215            	2.2415             	2.2561             	0.0146
216            	2.2415             	2.2591             	0.0176
217            	2.2415             	2.2639             	0.0224
218            	2.2415             	2.2675             	0.026
219            	2.2415             	2.2693             	0.0278
220            	2.2415             	2.2726             	0.0311
221            	2.2415             	2.2762             	0.0347
222            	2.2415             	2.2790             	0.0375
223            	2.2415             	2.2818             	0.0403
224            	2.2415             	2.2840             	0.0425
225            	2.2415             	2.2854             	0.0439
226            	2.2415             	2.2890             	0.0475
227            	2.2415             	2.2907             	0.0492
228            	2.2415             	2.2946             	0.0531
229            	2.2415             	2.2982             	0.0567
230            	2.2415             	2.3000             	0.0585
231            	2.2415             	2.3004             	0.0589
232            	2.2415             	2.3033             	0.0618
233            	2.2415             	2.3066             	0.0651
234            	2.2415             	2.3083             	0.0668
235            	2.2415             	2.3101             	0.0686
236            	2.2415             	2.3118             	0.0703
237            	2.2415             	2.3137             	0.0722
238            	2.3605             	2.3679             	0.0074
239            	2.3605             	-	0
240            	2.3605             	2.3744             	0.0139
241            	2.3605             	2.3761             	0.0156
242            	2.3605             	2.3789             	0.0184
243            	2.3605             	2.3807             	0.0202
244            	2.3605             	2.3847             	0.0242
245            	2.3605             	2.3864             	0.0259
246            	2.3605             	2.3914             	0.0309
247            	2.3605             	2.3931             	0.0326
248            	2.3605             	2.3960             	0.0355
249            	2.3605             	2.3977             	0.0372
250            	2.3605             	2.4005             	0.04
251            	2.3605             	2.4023             	0.0418
252            	2.3605             	2.4040             	0.0435
253            	2.3605             	2.4084             	0.0479
254            	2.3605             	2.4102             	0.0497
255            	2.3605             	2.4119             	0.0514
256            	2.3605             	2.4148             	0.0543
257            	2.3605             	2.4150             	0.0545
258            	2.3605             	2.4198             	0.0593
259            	2.3605             	2.4215             	0.061
260            	2.3605             	2.4292             	0.0687
261            	2.3605             	2.4310             	0.0705
262            	2.3605             	2.4327             	0.0722
263            	2.3605             	2.4347             	0.0742
264            	2.3605             	2.4388             	0.0783
265            	2.3605             	2.4444             	0.0839
266            	2.3605             	2.4465             	0.086
267            	2.3605             	2.4495             	0.089
268            	2.3605             	2.4513             	0.0908
269            	2.3605             	2.4540             	0.0935
270            	2.4795             	2.4897             	0.0102
271            	2.4795             	2.4969             	0.0174
272            	2.4795             	2.5024             	0.0229
273            	2.4795             	2.5064             	0.0269
274            	2.4795             	2.5097             	0.0302
275            	2.4795             	2.5125             	0.033
276            	2.4795             	2.5165             	0.037
277            	2.4795             	2.5198             	0.0403
278            	2.4795             	2.5231             	0.0436
279            	2.4795             	2.5249             	0.0454
280            	2.4795             	2.5275             	0.048
281            	2.4795             	2.5305             	0.051
282            	2.4795             	2.5326             	0.0531
283            	2.4795             	2.5344             	0.0549
284            	2.4795             	2.5378             	0.0583
285            	2.4795             	2.5453             	0.0658
286            	2.4795             	2.5518             	0.0723
287            	2.4795             	2.5537             	0.0742
288            	2.4795             	2.5577             	0.0782
289            	2.4795             	2.5611             	0.0816
290            	2.4795             	2.5628             	0.0833
291            	2.4795             	2.5661             	0.0866
292            	2.4795             	2.5706             	0.0911
293            	2.4795             	2.5742             	0.0947
294            	2.4795             	2.5768             	0.0973
295            	2.5985             	2.6051             	0.0066
296            	2.5985             	2.6069             	0.0084
297            	2.5985             	2.6096             	0.0111
298            	2.5985             	2.6120             	0.0135
299            	2.5985             	2.6144             	0.0159
300            	2.5985             	2.6165             	0.018
301            	2.5985             	2.6213             	0.0228
302            	2.5985             	2.6241             	0.0256
303            	2.5985             	2.6269             	0.0284
304            	2.5985             	2.6324             	0.0339
305            	2.5985             	2.6345             	0.036
306            	2.5985             	2.6397             	0.0412
307            	2.5985             	2.6463             	0.0478
308            	2.5985             	2.6468             	0.0483
309            	2.5985             	2.6487             	0.0502
310            	2.5985             	2.6510             	0.0525
311            	2.5985             	2.6527             	0.0542
312            	2.5985             	2.6556             	0.0571
313            	2.5985             	2.6574             	0.0589
314            	2.5985             	2.6581             	0.0596
315            	2.5985             	2.6623             	0.0638
316            	2.5985             	2.6663             	0.0678
317            	2.5985             	2.6702             	0.0717
318            	2.5985             	2.6746             	0.0761
319            	2.5985             	2.6789             	0.0804
320            	2.5985             	2.6803             	0.0818
321            	2.7165             	2.7229             	0.0064
322            	2.7165             	2.7277             	0.0112
323            	2.7165             	2.7305             	0.014
324            	2.7165             	2.7335             	0.017
325            	2.7165             	2.7375             	0.021
326            	2.7165             	2.7418             	0.0253
327            	2.7165             	2.7435             	0.027
328            	2.7165             	2.7463             	0.0298
329            	2.7165             	2.7491             	0.0326
330            	2.7165             	2.7510             	0.0345
331            	2.7165             	2.7542             	0.0377
332            	2.7165             	2.7576             	0.0411
333            	2.7165             	2.7603             	0.0438
334            	2.7175             	2.7628             	0.0453
335            	2.7175             	2.7645             	0.047
336            	2.7175             	2.7663             	0.0488
337            	2.7175             	2.7680             	0.0505
338            	2.7175             	2.7708             	0.0533
339            	2.7175             	2.7720             	0.0545
340            	2.7175             	2.7748             	0.0573
341            	2.7175             	2.7801             	0.0626
342            	2.7175             	2.7819             	0.0644
343            	2.7175             	2.7847             	0.0672
344            	2.7175             	2.7864             	0.0689
345            	2.7175             	2.7879             	0.0704
346            	2.8355             	2.8431             	0.0076
347            	2.8355             	2.8474             	0.0119
348            	2.8355             	2.8518             	0.0163
349            	2.8355             	2.8546             	0.0191
350            	2.8355             	2.8582             	0.0227
351            	2.8355             	2.8659             	0.0304
352            	2.8355             	2.8677             	0.0322
353            	2.8355             	2.8719             	0.0364
354            	2.8355             	2.8743             	0.0388
355            	2.8355             	2.8760             	0.0405
356            	2.8355             	2.8777             	0.0422
357            	2.8355             	2.8795             	0.044
358            	2.8355             	2.8802             	0.0447
359            	2.8355             	2.8842             	0.0487
360            	2.8355             	2.8859             	0.0504
361            	2.8355             	2.8909             	0.0554
362            	2.8355             	2.8966             	0.0611
363            	2.8355             	2.9047             	0.0692
364            	2.8355             	2.9061             	0.0706
365            	2.8355             	2.9127             	0.0772
366            	2.8355             	2.9149             	0.0794
367            	2.8355             	2.9170             	0.0815
368            	2.8355             	2.9222             	0.0867
369            	2.8355             	2.9304             	0.0949
370            	2.8355             	2.9364             	0.1009
371            	2.9725             	2.9789             	0.0064
372            	2.9725             	2.9818             	0.0093
373            	2.9725             	2.9836             	0.0111
374            	2.9725             	2.9854             	0.0129
375            	2.9725             	2.9879             	0.0154
376            	2.9725             	2.9896             	0.0171
377            	2.9725             	2.9914             	0.0189
378            	2.9725             	2.9949             	0.0224
379            	2.9725             	2.9980             	0.0255
380            	2.9725             	3.0012             	0.0287
381            	2.9725             	3.0029             	0.0304
382            	2.9725             	3.0046             	0.0321
383            	2.9725             	3.0053             	0.0328
384            	2.9725             	3.0075             	0.035
385            	2.9725             	3.0092             	0.0367
386            	2.9725             	3.0110             	0.0385
387            	2.9725             	3.0184             	0.0459
388            	2.9725             	3.0228             	0.0503
389            	2.9725             	3.0247             	0.0522
390            	2.9725             	3.0286             	0.0561
391            	2.9725             	3.0308             	0.0583
392            	2.9725             	3.0325             	0.06
393            	2.9725             	3.0345             	0.062
394            	2.9725             	3.0457             	0.0732
395            	2.9725             	3.0505             	0.078
396            	3.0745             	3.0820             	0.0075
397            	3.0745             	3.0838             	0.0093
398            	3.0745             	3.0856             	0.0111
399            	3.0745             	3.0874             	0.0129
400            	3.0745             	3.0914             	0.0169
401            	3.0745             	3.0931             	0.0186
402            	3.0745             	3.0985             	0.024
403            	3.0745             	3.1034             	0.0289
404            	3.0745             	3.1051             	0.0306
405            	3.0745             	3.1093             	0.0348
406            	3.0745             	3.1160             	0.0415
407            	3.0745             	3.1178             	0.0433
408            	3.0745             	3.1183             	0.0438
409            	3.0745             	3.1205             	0.046
410            	3.0745             	3.1222             	0.0477
411            	3.0745             	3.1239             	0.0494
412            	3.0745             	3.1257             	0.0512
413            	3.0745             	3.1272             	0.0527
414            	3.0745             	3.1320             	0.0575
415            	3.0745             	3.1348             	0.0603
416            	3.0745             	3.1378             	0.0633
417            	3.0745             	3.1397             	0.0652
418            	3.0745             	3.1412             	0.0667
419            	3.1925             	-	0
420            	3.1925             	3.2060             	0.0135
421            	3.1925             	3.2092             	0.0167
422            	3.1925             	3.2131             	0.0206
423            	3.1925             	3.2149             	0.0224
424            	3.1925             	3.2166             	0.0241
425            	3.1925             	3.2183             	0.0258
426            	3.1925             	3.2201             	0.0276
427            	3.1925             	3.2229             	0.0304
428            	3.1925             	3.2312             	0.0387
429            	3.1925             	3.2329             	0.0404
430            	3.1925             	3.2347             	0.0422
431            	3.1925             	3.2364             	0.0439
432            	3.1925             	3.2372             	0.0447
433            	3.1925             	3.2401             	0.0476
434            	3.1925             	3.2463             	0.0538
435            	3.1925             	3.2494             	0.0569
436            	3.1925             	3.2514             	0.0589
437            	3.1925             	3.2557             	0.0632
438            	3.1925             	3.2574             	0.0649
439            	3.1925             	3.2605             	0.068
440            	3.1925             	3.2625             	0.07
441            	3.1925             	3.2658             	0.0733
442            	3.1925             	3.2678             	0.0753
443            	3.1925             	3.2696             	0.0771
444            	3.1925             	3.2716             	0.0791
445            	3.3105             	3.3202             	0.0097
446            	3.3105             	3.3226             	0.0121
447            	3.3105             	3.3275             	0.017
448            	3.3105             	3.3293             	0.0188
449            	3.3105             	3.3345             	0.024
450            	3.3105             	3.3394             	0.0289
451            	3.3105             	3.3433             	0.0328
452            	3.3105             	3.3451             	0.0346
453            	3.3105             	3.3489             	0.0384
454            	3.3105             	3.3521             	0.0416
455            	3.3105             	3.3550             	0.0445
456            	3.3105             	3.3580             	0.0475
457            	3.3105             	3.3598             	0.0493
458            	3.3105             	3.3637             	0.0532
459            	3.3105             	3.3669             	0.0564
460            	3.3105             	3.3702             	0.0597
461            	3.3105             	3.3730             	0.0625
462            	3.3105             	3.3763             	0.0658
463            	3.3105             	3.3767             	0.0662
464            	3.3105             	3.3814             	0.0709
465            	3.3105             	3.3853             	0.0748
466            	3.3105             	3.3881             	0.0776
467            	3.3105             	3.3898             	0.0793
468            	3.3105             	3.3959             	0.0854
469            	3.3105             	3.4009             	0.0904
470            	3.4295             	3.4401             	0.0106
471            	3.4295             	3.4419             	0.0124
472            	3.4295             	3.4445             	0.015
473            	3.4295             	3.4463             	0.0168
474            	3.4295             	3.4480             	0.0185
475            	3.4295             	3.4514             	0.0219
476            	3.4295             	3.4558             	0.0263
477            	3.4295             	3.4588             	0.0293
478            	3.4295             	3.4618             	0.0323
479            	3.4295             	3.4635             	0.034
480            	3.4295             	3.4652             	0.0357
481            	3.4295             	3.4678             	0.0383
482            	3.4295             	3.4706             	0.0411
483            	3.4295             	3.4723             	0.0428
484            	3.4295             	3.4751             	0.0456
485            	3.4295             	3.4789             	0.0494
486            	3.4295             	3.4822             	0.0527
487            	3.4295             	3.4830             	0.0535
488            	3.4295             	3.4879             	0.0584
489            	3.4295             	3.4911             	0.0616
490            	3.4295             	3.4928             	0.0633
491            	3.4295             	3.4966             	0.0671
492            	3.4295             	3.5055             	0.076
493            	3.4295             	3.5062             	0.0767
494            	3.5495             	3.5594             	0.0099
495            	3.5495             	3.5643             	0.0148
496            	3.5495             	3.5673             	0.0178
497            	3.5495             	3.5718             	0.0223
498            	3.5495             	3.5768             	0.0273
499            	3.5495             	3.5815             	0.032
500            	3.5495             	-	0
501            	3.5495             	3.5975             	0.048
502            	3.5495             	3.6103             	0.0608
503            	3.5495             	3.6141             	0.0646
504            	3.5495             	3.6182             	0.0687
505            	3.5495             	3.6224             	0.0729
506            	3.5495             	3.6241             	0.0746
507            	3.5495             	3.6280             	0.0785
508            	3.5495             	3.6320             	0.0825
509            	3.5495             	3.6370             	0.0875
510            	3.5495             	3.6388             	0.0893
511            	3.5495             	3.6415             	0.092
512            	3.5495             	3.6441             	0.0946
513            	3.5495             	3.6445             	0.095
514            	3.5495             	3.6462             	0.0967
515            	3.5495             	3.6490             	0.0995
516            	3.5495             	3.6515             	0.102
517            	3.5495             	3.6532             	0.1037
518            	3.5495             	3.6562             	0.1067
519            	3.5495             	3.6602             	0.1107
520            	3.5495             	3.6629             	0.1134
521            	3.5495             	3.6673             	0.1178
522            	3.5495             	3.6706             	0.1211
523            	3.5495             	3.6723             	0.1228
524            	3.5495             	3.6740             	0.1245
525            	3.5495             	3.6777             	0.1282
526            	3.6925             	3.6989             	0.0064
527            	3.6925             	3.7017             	0.0092
528            	3.6925             	3.7088             	0.0163
529            	3.6925             	3.7105             	0.018
530            	3.6925             	3.7126             	0.0201
531            	3.6925             	3.7143             	0.0218
532            	3.6925             	3.7171             	0.0246
533            	3.6925             	3.7189             	0.0264
534            	3.6925             	3.7206             	0.0281
535            	3.6925             	3.7223             	0.0298
536            	3.6925             	3.7241             	0.0316
537            	3.6925             	3.7258             	0.0333
538            	3.6925             	3.7275             	0.035
539            	3.6925             	3.7307             	0.0382
540            	3.6925             	3.7325             	0.04
541            	3.6925             	3.7342             	0.0417
542            	3.6925             	3.7372             	0.0447
543            	3.6925             	3.7389             	0.0464
544            	3.6925             	3.7418             	0.0493
545            	3.6925             	3.7433             	0.0508
546            	3.6925             	3.7480             	0.0555
547            	3.6925             	3.7510             	0.0585
548            	3.6925             	3.7540             	0.0615
549            	3.6925             	3.7577             	0.0652
550            	3.6925             	3.7614             	0.0689
551            	3.6925             	3.7637             	0.0712
552            	3.7865             	3.7943             	0.0078
553            	3.7865             	3.7978             	0.0113
554            	3.7865             	3.8018             	0.0153
555            	3.7865             	3.8049             	0.0184
556            	3.7865             	3.8066             	0.0201
557            	3.7865             	3.8105             	0.024
558            	3.7865             	3.8128             	0.0263
559            	3.7865             	3.8158             	0.0293
560            	3.7865             	3.8202             	0.0337
561            	3.7865             	3.8233             	0.0368
562            	3.7865             	3.8251             	0.0386
563            	3.7865             	3.8268             	0.0403
564            	3.7865             	3.8308             	0.0443
565            	3.7865             	3.8423             	0.0558
566            	3.7865             	3.8443             	0.0578
567            	3.7865             	3.8462             	0.0597
568            	3.7865             	3.8486             	0.0621
569            	3.7865             	3.8503             	0.0638
570            	3.7865             	3.8549             	0.0684
571            	3.7865             	3.8567             	0.0702
572            	3.7865             	3.8593             	0.0728
573            	3.7865             	3.8637             	0.0772
574            	3.7865             	3.8654             	0.0789
575            	3.7865             	3.8672             	0.0807
576            	3.7865             	3.8689             	0.0824
577            	3.7865             	3.8716             	0.0851
578            	3.9055             	3.9155             	0.01
579            	3.9055             	3.9225             	0.017
580            	3.9055             	3.9268             	0.0213
581            	3.9055             	3.9326             	0.0271
582            	3.9055             	3.9363             	0.0308
583            	3.9055             	3.9385             	0.033
584            	3.9055             	3.9410             	0.0355
585            	3.9055             	3.9446             	0.0391
586            	3.9055             	3.9496             	0.0441
587            	3.9055             	3.9520             	0.0465
588            	3.9055             	3.9569             	0.0514
589            	3.9055             	3.9605             	0.055
590            	3.9055             	3.9623             	0.0568
591            	3.9055             	3.9643             	0.0588
592            	3.9055             	3.9683             	0.0628
593            	3.9055             	3.9747             	0.0692
594            	3.9055             	3.9776             	0.0721
595            	3.9055             	3.9819             	0.0764
596            	3.9055             	3.9869             	0.0814
597            	3.9055             	3.9882             	0.0827
598            	3.9055             	3.9938             	0.0883
599            	3.9055             	3.9987             	0.0932
600            	3.9055             	4.0004             	0.0949
601            	3.9055             	4.0045             	0.099
602            	3.9055             	4.0062             	0.1007
603            	3.9055             	4.0077             	0.1022
604            	4.0245             	4.0309             	0.0064
605            	4.0245             	4.0351             	0.0106
606            	4.0245             	4.0368             	0.0123
607            	4.0245             	4.0397             	0.0152
608            	4.0245             	4.0419             	0.0174
609            	4.0245             	4.0437             	0.0192
610            	4.0245             	4.0454             	0.0209
611            	4.0245             	4.0488             	0.0243
612            	4.0245             	4.0570             	0.0325
613            	4.0245             	4.0592             	0.0347
614            	4.0245             	4.0661             	0.0416
615            	4.0245             	4.0689             	0.0444
616            	4.0245             	4.0691             	0.0446
617            	4.0245             	4.0742             	0.0497
618            	4.0245             	4.0759             	0.0514
619            	4.0245             	4.0788             	0.0543
620            	4.0245             	4.0810             	0.0565
621            	4.0245             	4.0912             	0.0667
622            	4.0245             	4.0950             	0.0705
623            	4.0245             	4.0985             	0.074
624            	4.0245             	4.1012             	0.0767
625            	4.0245             	4.1029             	0.0784
626            	4.0245             	4.1047             	0.0802
627            	4.0245             	4.1065             	0.082
628            	4.0245             	4.1108             	0.0863
629            	4.1425             	4.1489             	0.0064
630            	4.1425             	4.1513             	0.0088
631            	4.1425             	4.1541             	0.0116
632            	4.1425             	4.1569             	0.0144
633            	4.1425             	4.1597             	0.0172
634            	4.1425             	4.1626             	0.0201
635            	4.1425             	4.1654             	0.0229
636            	4.1425             	4.1671             	0.0246
637            	4.1425             	4.1689             	0.0264
638            	4.1425             	4.1711             	0.0286
639            	4.1425             	4.1728             	0.0303
640            	4.1425             	4.1767             	0.0342
641            	4.1425             	4.1784             	0.0359
642            	4.1425             	4.1800             	0.0375
643            	4.1425             	4.1831             	0.0406
644            	4.1425             	4.1848             	0.0423
645            	4.1425             	4.1865             	0.044
646            	4.1425             	4.1893             	0.0468
647            	4.1425             	4.1921             	0.0496
648            	4.1425             	4.1954             	0.0529
649            	4.1425             	4.1969             	0.0544
650            	4.1425             	4.2010             	0.0585
651            	4.1425             	4.2027             	0.0602
652            	4.1425             	4.2046             	0.0621
653            	4.1425             	4.2077             	0.0652
654            	4.1425             	4.2118             	0.0693
655            	4.1425             	4.2130             	0.0705
656            	4.2615             	4.2715             	0.01
657            	4.2615             	4.2745             	0.013
658            	4.2615             	4.2776             	0.0161
659            	4.2615             	4.2796             	0.0181
660            	4.2615             	4.2814             	0.0199
661            	4.2615             	4.2831             	0.0216
662            	4.2615             	4.2849             	0.0234
663            	4.2615             	4.2886             	0.0271
664            	4.2615             	4.2903             	0.0288
665            	4.2615             	4.2935             	0.032
666            	4.2615             	4.2984             	0.0369
667            	4.2615             	4.3018             	0.0403
668            	4.2615             	4.3047             	0.0432
669            	4.2615             	4.3075             	0.046
670            	4.2615             	4.3126             	0.0511
671            	4.2615             	4.3146             	0.0531
672            	4.2615             	4.3163             	0.0548
673            	4.2615             	4.3192             	0.0577
674            	4.2615             	4.3212             	0.0597
675            	4.2615             	4.3240             	0.0625
676            	4.2615             	4.3271             	0.0656
677            	4.2615             	4.3289             	0.0674
678            	4.2615             	4.3339             	0.0724
679            	4.2615             	4.3367             	0.0752
680            	4.2615             	4.3384             	0.0769
681            	4.2615             	4.3401             	0.0786
682            	4.3805             	4.3890             	0.0085
683            	4.3805             	4.3916             	0.0111
684            	4.3805             	4.3934             	0.0129
685            	4.3805             	4.3964             	0.0159
686            	4.3805             	4.3981             	0.0176
687            	4.3805             	4.4007             	0.0202
688            	4.3805             	4.4057             	0.0252
689            	4.3805             	4.4074             	0.0269
690            	4.3805             	4.4092             	0.0287
691            	4.3805             	4.4135             	0.033
692            	4.3805             	4.4163             	0.0358
693            	4.3805             	4.4180             	0.0375
694            	4.3805             	4.4191             	0.0386
695            	4.3805             	4.4209             	0.0404
696            	4.3805             	4.4226             	0.0421
697            	4.3805             	4.4260             	0.0455
698            	4.3805             	4.4278             	0.0473
699            	4.3805             	4.4307             	0.0502
700            	4.3805             	4.4324             	0.0519
701            	4.3805             	4.4349             	0.0544
702            	4.3805             	4.4413             	0.0608
703            	4.3805             	4.4455             	0.065
704            	4.3805             	4.4475             	0.067
705            	4.3805             	4.4519             	0.0714
706            	4.3805             	4.4537             	0.0732
707            	4.3805             	4.4554             	0.0749
708            	4.3805             	4.4572             	0.0767
709            	4.4985             	4.5091             	0.0106
710            	4.4985             	4.5128             	0.0143
711            	4.4985             	4.5159             	0.0174
712            	4.4985             	4.5188             	0.0203
